train/cls_loss,train/dice_loss,train/total_loss,train/mAP@50,train/mAP@50-95,valid/cls_loss,valid/dice_loss,valid/total_loss,valid/mAP@50,valid/mAP@50-95
0.6765727996826172,0.5517247915267944,1.2282975912094116,0.41607266664505005,0.11142529547214508,0.6857005953788757,0.5595886707305908,1.2452893257141113,0.00017562680295668542,1.7562681023264304e-05
0.6654719114303589,0.5636788606643677,1.2291507720947266,0.42646369338035583,0.13355912268161774,0.680618405342102,0.5605854988098145,1.2412039041519165,7.250857015606016e-05,7.250856924656546e-06
0.6523727178573608,0.5643049478530884,1.2166776657104492,0.4285631477832794,0.17131930589675903,0.6740007400512695,0.5610124468803406,1.2350132465362549,0.0031393589451909065,0.000313935917802155
0.6100648641586304,0.5119105577468872,1.1219754219055176,0.5773541927337646,0.24536347389221191,0.6645923852920532,0.5594277381896973,1.2240201234817505,0.020818496122956276,0.0020818496122956276
0.6008798480033875,0.49987804889678955,1.1007578372955322,0.5528303384780884,0.26274341344833374,0.6513239145278931,0.5571184754371643,1.2084424495697021,0.11202624440193176,0.011402483098208904
0.5671870708465576,0.4795893728733063,1.0467764139175415,0.6026797294616699,0.35569339990615845,0.6357113122940063,0.5619046688079834,1.1976159811019897,0.05429837107658386,0.005960984155535698
0.5271873474121094,0.4246290326118469,0.9518164396286011,0.6554901599884033,0.4131583571434021,0.6108052730560303,0.5519190430641174,1.162724256515503,0.19722364842891693,0.02296568639576435
0.5190465450286865,0.41475656628608704,0.9338030815124512,0.6484782099723816,0.449440598487854,0.5792394876480103,0.5375499129295349,1.1167893409729004,0.2730972170829773,0.04510756582021713
0.5222005844116211,0.4160040020942688,0.9382046461105347,0.6127558946609497,0.4809917211532593,0.5399186611175537,0.5152544975280762,1.0551731586456299,0.3266310691833496,0.07834385335445404
0.48113787174224854,0.3619442284107208,0.843082070350647,0.632393479347229,0.5054535865783691,0.5034487247467041,0.4955815076828003,0.9990302324295044,0.3403540551662445,0.10428038984537125
0.4507580101490021,0.38505125045776367,0.8358092308044434,0.6355788111686707,0.58069908618927,0.46952125430107117,0.47039973735809326,0.9399210214614868,0.3703153729438782,0.13989640772342682
0.4061683118343353,0.3517507314682007,0.7579190731048584,0.6980205774307251,0.5792765617370605,0.43469512462615967,0.4402557611465454,0.8749508857727051,0.4153366684913635,0.18091987073421478
0.3665463328361511,0.3081570863723755,0.6747034192085266,0.7291785478591919,0.5885522961616516,0.38982048630714417,0.3939785361289978,0.7837990522384644,0.5150665640830994,0.24761146306991577
0.3471564054489136,0.3260563611984253,0.6732127666473389,0.7091320157051086,0.6351444721221924,0.3338910937309265,0.33154574036598206,0.665436863899231,0.636927604675293,0.34966161847114563
0.28860247135162354,0.26936817169189453,0.5579706430435181,0.7546989321708679,0.6845723986625671,0.28468161821365356,0.267173171043396,0.5518548488616943,0.711188554763794,0.4655097723007202
0.333659827709198,0.2673359811306,0.6009957790374756,0.7098574638366699,0.6360231637954712,0.2635481357574463,0.23277971148490906,0.49632787704467773,0.7494678497314453,0.5325495600700378
0.28412574529647827,0.2437957525253296,0.5279214382171631,0.7373130321502686,0.7341304421424866,0.25259265303611755,0.21845722198486328,0.47104984521865845,0.767440676689148,0.568198561668396
